YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000   8.7750000   3.9848000   0.8959000   0.4244000   0.4111000
1980 10 02 12   0.0000000   0.0000000   0.0000000   2.2200000   3.4227000   0.7648000   0.4118000   0.3866000
1980 10 03 12   0.0000000   0.0000000   0.0000000   3.3300000   3.3171000   0.7374000   0.4000000   0.4050000
1980 10 04 12   0.0000000   0.0000000   0.0000000   3.6700000   3.3540000   0.7419000   0.3888000   0.3805000
1980 10 05 12   0.0000000   0.0000000   0.0000000   3.8300000   3.3152000   0.7297000   0.3783000   0.3682000
1980 10 06 12   0.0000000   0.0000000   0.0000000   2.2900000   3.1276000   0.6850000   0.3682000   0.3559000
1980 10 07 12   0.0000000   0.0000000   0.0000000   5.4600000   3.3129000   0.7222000   0.3585000   0.3498000
1980 10 08 12   0.0000000   0.0000000   0.0000000   3.2500000   3.0525000   0.6622000   0.3492000   0.3375000
1980 10 09 12   0.0000000   0.0000000   0.0000000   3.0200000   2.9530000   0.6378000   0.3402000   0.3191000
1980 10 10 12   0.0000000   0.0000000   0.0000000   0.8900000   2.7225000   0.5855000   0.3315000   0.2823000
1980 10 11 12   0.0000000   0.0000000   0.0000000   2.9800000   2.7766000   0.5947000   0.3230000   0.2761000
1980 10 12 12   0.0000000   0.0000000   0.0000000   4.4700000   2.6141000   0.5576000   0.3148000   0.2700000
1980 10 13 12   0.0000000   0.0000000   0.0000000   1.7650000   2.3007000   0.4889000   0.3069000   0.2823000
1980 10 14 12  23.9239000  14.9900000   0.1500000  -1.4650000   1.6792000   0.3556000   0.2999000   0.3068000
1980 10 15 12  50.9314000  16.9100000   0.1500000  -2.2150000   1.5887000   0.3537000   0.2924000   0.3743000
1980 10 16 12  71.9485000  13.1800000   0.1500000  -6.1000000   1.3077000   0.3031000   0.2851000   0.3559000
1980 10 17 12  84.9195000   8.1700000   0.1500000  -8.2900000   0.7614000   0.1829000   0.2779000   0.3682000
1980 10 18 12  84.7696000   0.0000000   0.1499000  -7.3000000   0.8364000   0.2084000   0.2710000   0.3743000
