YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000   4.8900000   2.2860000   1.2539000   0.2289000   0.7032000
1980 10 02 12   0.0000000   0.0000000   0.0000000   6.2250000   2.2602000   0.9828000   0.3271000   0.6777000
1980 10 03 12   0.0000000   0.0000000   0.0000000   3.4550000   2.0892000   0.7297000   0.3682000   0.6587000
1980 10 04 12   0.0000000   0.0000000   0.0000000   7.8150000   2.2503000   0.6500000   0.3845000   0.6332000
1980 10 05 12   0.0000000   0.0000000   0.0000000   9.5000000   2.2484000   0.5351000   0.3901000   0.6173000
1980 10 06 12   0.0000000   0.0000000   0.0000000   7.0050000   1.9350000   0.3853000   0.3910000   0.6014000
1980 10 07 12   0.0000000   0.0000000   0.0000000   9.0650000   2.1415000   0.3715000   0.3900000   0.5887000
1980 10 08 12   0.0000000   0.0000000   0.0000000   6.7500000   1.9351000   0.2918000   0.3882000   0.5823000
1980 10 09 12   0.0000000   0.0000000   0.0000000   9.2600000   2.0277000   0.2735000   0.3861000   0.5696000
1980 10 10 12   0.0000000   0.0000000   0.0000000   2.9150000   1.6789000   0.2041000   0.3837000   0.5505000
1980 10 11 12   0.0000000   0.0000000   0.0000000   4.1600000   1.6295000   0.1838000   0.3814000   0.5441000
1980 10 12 12   0.0000000   0.0000000   0.0000000   2.8500000   1.5759000   0.1667000   0.3792000   0.5409000
1980 10 13 12   0.0000000   0.0000000   0.0000000  -0.9950000   1.3849000   0.1387000   0.3770000   0.5473000
1980 10 14 12   5.7717000   4.0600000   0.0300000  -1.4200000   0.9788000   0.0940000   0.3750000   0.5537000
1980 10 15 12  24.2187000  12.9300000   0.0300000  -3.1050000   0.8209000   0.0791000   0.3730000   0.6077000
1980 10 16 12  28.9759000   3.3500000   0.0300000  -9.3600000   0.6392000   0.0621000   0.3711000   0.5887000
1980 10 17 12  31.0608000   1.4800000   0.0300000  -9.7050000   0.8095000   0.0796000   0.3691000   0.5696000
1980 10 18 12  31.0308000   0.0000000   0.0299000  -2.4550000   0.9304000   0.0920000   0.3673000   0.5791000
1980 10 19 12  31.0009000   0.0000000   0.0299000   0.7700000   0.8566000   0.0849000   0.3654000   0.5887000
1980 10 20 12  30.9711000   0.0000000   0.0298000   2.0000000   1.1286000   0.1122000   0.3637000   0.5791000
1980 10 21 12  30.9413000   0.0000000   0.0298000   2.2850000   1.1175000   0.1106000   0.3619000   0.5600000
1980 10 22 12  36.1272000   3.6500000   0.0300000   2.3700000   1.0547000   0.1039000   0.3603000   0.5314000
1980 10 23 12  36.0972000   0.0000000   0.0300000  -9.3600000   0.7638000   0.0751000   0.3586000   0.4709000
1980 10 24 12  36.0673000   0.0000000   0.0299000  -9.1700000   0.7794000   0.0772000   0.3570000   0.4391000
1980 10 25 12  36.0374000   0.0000000   0.0299000   0.2250000   0.9755000   0.0972000   0.3554000   0.4709000
1980 10 26 12  36.0076000   0.0000000   0.0298000   1.4700000   0.9676000   0.0963000   0.3539000   0.4868000
1980 10 27 12  43.6085000   5.3400000   0.0300000  -2.5550000   0.7853000   0.0781000   0.3524000   0.4868000
1980 10 28 12  43.5785000   0.0000000   0.0300000  -9.6650000   0.6729000   0.0673000   0.3510000   0.4646000
1980 10 29 12  43.5486000   0.0000000   0.0299000  -2.6450000   0.7969000   0.0803000   0.3496000   0.4550000
1980 10 30 12  43.5187000   0.0000000   0.0299000  -0.1600000   0.8492000   0.0859000   0.3482000   0.4646000
1980 10 31 12  43.4888000   0.0000000   0.0299000   0.2100000   0.8304000   0.0841000   0.3468000   0.4550000
1980 11 01 12  43.4590000   0.0000000   0.0298000   2.9800000   0.8543000   0.0867000   0.3455000   0.4487000
1980 11 02 12  43.4291000   0.0000000   0.0299000   2.7650000   0.8482000   0.0861000   0.3442000   0.4487000
1980 11 03 12  43.3991000   0.0000000   0.0300000  -0.3300000   0.7553000   0.0767000   0.3429000   0.4391000
1980 11 04 12  43.3691000   0.0000000   0.0300000   1.6100000   0.7489000   0.0764000   0.3417000   0.4391000
1980 11 05 12  43.3390000   0.0000000   0.0301000   2.6400000   0.7348000   0.0752000   0.3405000   0.4391000
