YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.2900000   0.2900000  12.0000000   1.5020000   1.4945000   1.3971000   0.3391000
1980 10 02 12   0.0000000   5.9500000   5.9500000   5.9600000   1.0857000   1.0087000   1.4378000   0.3278000
1980 10 03 12   0.0000000   0.0000000   0.0000000   3.1600000   1.1520000   1.1462000   1.1649000   0.3052000
1980 10 04 12   0.0000000   0.0000000   0.0000000   3.6700000   1.0748000   1.0026000   1.2442000   0.2939000
1980 10 05 12   0.0000000   0.0000000   0.0000000   5.5250000   1.2490000   1.0994000   1.0359000   0.2600000
1980 10 06 12   0.0000000   0.0000000   0.0000000  11.0200000   1.4390000   1.1860000   0.8694000   0.2374000
1980 10 07 12   0.0000000   0.0000000   0.0000000  14.1150000   1.4791000   1.1331000   0.7361000   0.2374000
1980 10 08 12   0.0000000   0.0000000   0.0000000  14.7600000   1.5251000   1.0875000   0.6293000   0.2148000
1980 10 09 12   0.0000000   0.0000000   0.0000000   9.6050000   1.2522000   0.8323000   0.5434000   0.2261000
1980 10 10 12   0.0000000   2.2800000   2.2800000   8.7200000   1.0916000   0.6873000   0.4857000   0.2148000
1980 10 11 12   0.0000000   2.6400000   2.6400000   3.4050000   0.7707000   0.5593000   0.4317000   0.2035000
1980 10 12 12   0.0000000   0.0000000   0.0000000   1.5950000   0.7901000   0.6665000   0.3734000   0.1922000
1980 10 13 12   0.0000000   0.0000000   0.0000000   0.9800000   0.8048000   0.6521000   0.3366000   0.1922000
1980 10 14 12   0.0000000   0.0000000   0.0000000   2.7150000   0.7242000   0.5637000   0.3066000   0.1809000
1980 10 15 12   0.0000000   0.0000000   0.0000000   5.3100000   0.8530000   0.6410000   0.2820000   0.1922000
1980 10 16 12   0.0000000   5.5400000   5.5400000   4.7950000   0.7618000   0.5498000   0.2894000   0.2600000
1980 10 17 12   0.0000000   5.0000000   5.0000000   7.7100000   0.8086000   0.8045000   0.2698000   0.3956000
1980 10 18 12   0.0000000   2.2400000   2.2400000   3.0600000   0.6602000   0.6569000   0.4070000   0.4522000
1980 10 19 12   0.0000000   0.0000000   0.0000000   2.5150000   0.6683000   0.6650000   0.5539000   0.4070000
1980 10 20 12   0.0000000   0.0000000   0.0000000   3.2250000   0.7032000   0.6745000   0.5366000   0.3617000
1980 10 21 12   0.0000000   2.0000000   2.0000000   3.3950000   0.6785000   0.6265000   0.4752000   0.3278000
1980 10 22 12   0.0000000   0.0000000   0.0000000   0.0900000   0.5934000   0.5905000   0.4076000   0.3165000
1980 10 23 12   0.0000000   8.5800000   8.5800000   3.7300000   0.6016000   0.5795000   0.4084000   0.5652000
1980 10 24 12   0.0000000   8.1400000   8.1400000   3.6150000   0.5871000   0.5842000   0.8907000   1.3565000
1980 10 25 12   0.0000000   0.0000000   0.0000000   0.3700000   0.5095000   0.5070000   1.0978000   1.2435000
1980 10 26 12   0.0000000   0.0000000   0.0000000  -0.2400000   0.5112000   0.4952000   1.1046000   1.0174000
1980 10 27 12   0.0000000   0.0000000   0.0000000  -0.3750000   0.4983000   0.4700000   0.9244000   0.7913000
1980 10 28 12   0.0000000   0.0000000   0.0000000  -2.1750000   0.4404000   0.4049000   0.7803000   0.6783000
1980 10 29 12   0.0000000   0.0000000   0.0000000  -1.5600000   0.4041000   0.3634000   0.6647000   0.5652000
1980 10 30 12   0.0000000   0.0000000   0.0000000   5.1950000   0.5108000   0.4503000   0.5720000   0.4522000
1980 10 31 12   0.0000000   0.0000000   0.0000000   4.1050000   0.5020000   0.4315000   0.4974000   0.4183000
1980 11 01 12   0.0000000   0.0000000   0.0000000   0.4750000   0.4280000   0.3592000   0.4373000   0.3956000
1980 11 02 12   0.0000000   0.0000000   0.0000000   3.3300000   0.4439000   0.3650000   0.3886000   0.3730000
1980 11 03 12   0.0000000   0.0000000   0.0000000   7.1000000   0.4879000   0.3929000   0.3491000   0.3504000
1980 11 04 12   0.0000000   0.0000000   0.0000000   4.6600000   0.4424000   0.3484000   0.3169000   0.3391000
1980 11 05 12   0.0000000   0.0000000   0.0000000   0.8100000   0.3277000   0.2529000   0.2905000   0.3278000
1980 11 06 12   0.0000000   0.0000000   0.0000000   7.2500000   0.4307000   0.3275000   0.2688000   0.3165000
1980 11 07 12   0.0000000   3.0800000   3.0800000   2.9650000   0.4165000   0.3108000   0.2661000   0.3165000
1980 11 08 12   0.0000000   4.0000000   4.0000000   0.1000000   0.3990000   0.3562000   0.2557000   0.3052000
1980 11 09 12   5.2714000   3.5500000   0.0500000  -0.4700000   0.3638000   0.3620000   0.2232000   0.2826000
1980 11 10 12   5.2217000   0.0000000   0.0498000  -6.0050000   0.2185000   0.2139000   0.3351000   0.2713000
1980 11 11 12   5.1722000   0.0000000   0.0495000  -4.1700000   0.2079000   0.2018000   0.3021000   0.2487000
1980 11 12 12  14.3860000   6.1800000   0.0500000  -0.5650000   0.3918000   0.3772000   0.2751000   0.2374000
1980 11 13 12  20.8416000   4.3400000   0.0500000  -0.5800000   0.3907000   0.3696000   0.2529000   0.2261000
1980 11 14 12  20.7917000   0.0000000   0.0499000  -2.8600000   0.3169000   0.2947000   0.2346000   0.2148000
1980 11 15 12  20.7418000   0.0000000   0.0499000  -4.1450000   0.2203000   0.2021000   0.2194000   0.2035000
1980 11 16 12  20.6920000   0.0000000   0.0498000  -3.1800000   0.2565000   0.2335000   0.2066000   0.1922000
1980 11 17 12  20.6422000   0.0000000   0.0498000  -5.0700000   0.2033000   0.1832000   0.1958000   0.1922000
1980 11 18 12  20.5925000   0.0000000   0.0497000  -5.2250000   0.0981000   0.0878000   0.1866000   0.1809000
1980 11 19 12  20.5429000   0.0000000   0.0496000   1.1550000   0.1123000   0.1003000   0.1787000   0.1696000
1980 11 20 12  20.4250000   0.0000000   0.1179000   1.0100000   0.2651000   0.2362000   0.1721000   0.1583000
1980 11 21 12  20.3682000   0.0000000   0.0569000  -1.1300000   0.1083000   0.0959000   0.1657000   0.1470000
1980 11 22 12  11.3323000   0.0000000   8.4217000   4.7100000   0.1531000   0.1353000   0.2021000   0.1470000
1980 11 23 12  11.0517000   0.0000000   1.3337000   0.5650000   0.1161000   0.1155000   0.3726000   0.1357000
1980 11 24 12  10.5853000   0.0000000   0.2027000  -6.4100000   0.1167000   0.1161000   0.5326000   0.1243000
1980 11 25 12  10.3450000   0.0000000   0.0651000  -5.9900000   0.0807000   0.0803000   0.5390000   0.1243000
1980 11 26 12  10.3020000   0.0000000   0.0430000  -3.8250000   0.0916000   0.0911000   0.4672000   0.1130000
1980 11 27 12  10.2591000   0.0000000   0.0429000  -2.5200000   0.1382000   0.1371000   0.4037000   0.1108000
1980 11 28 12  10.2163000   0.0000000   0.0429000  -3.1050000   0.2471000   0.2438000   0.3526000   0.1063000
1980 11 29 12  11.6438000   0.9900000   0.0564000  -1.4850000   0.2249000   0.2197000   0.3114000   0.1006000
1980 11 30 12  11.5874000   0.0000000   0.0564000  -0.8900000   0.1158000   0.1122000   0.2780000   0.0950000
1980 12 01 12  11.5310000   0.0000000   0.0564000  -7.3800000   0.0037000   0.0036000   0.2508000   0.0893000
1980 12 02 12  11.4746000   0.0000000   0.0564000 -15.5650000   0.0859000   0.0832000   0.2286000   0.0848000
1980 12 03 12  15.6922000   2.8500000   0.0545000 -13.2150000   0.0742000   0.0718000   0.2104000   0.0814000
1980 12 04 12  15.6377000   0.0000000   0.0545000  -5.7600000   0.0302000   0.0292000   0.1953000   0.0780000
1980 12 05 12  15.5831000   0.0000000   0.0545000  -1.5000000   0.1747000   0.1691000   0.1827000   0.0746000
1980 12 06 12  15.5286000   0.0000000   0.0545000   0.4350000   0.3251000   0.3127000   0.1722000   0.0712000
1980 12 07 12  18.4729000   2.0000000   0.0537000  -2.1650000   0.1801000   0.1709000   0.1633000   0.0678000
1980 12 08 12  22.8869000   2.9800000   0.0530000  -9.0600000   0.0824000   0.0778000   0.1557000   0.0667000
1980 12 09 12  24.3331000   1.0000000   0.0528000 -12.2650000   0.0549000   0.0517000   0.1492000   0.0644000
1980 12 10 12  25.7795000   1.0000000   0.0526000 -18.0550000   0.0401000   0.0378000   0.1434000   0.0633000
1980 12 11 12  25.7270000   0.0000000   0.0526000 -18.4750000   0.0360000   0.0339000   0.1384000   0.0610000
1980 12 12 12  25.6745000   0.0000000   0.0525000  -6.8950000   0.0000000   0.0000000   0.0465000   0.0599000
1980 12 13 12  25.6220000   0.0000000   0.0524000 -12.4100000   0.0000000   0.0000000   0.1038000   0.0588000
1980 12 14 12  25.5697000   0.0000000   0.0524000 -14.0300000   0.0106000   0.0101000   0.1262000   0.0588000
1980 12 15 12  25.5173000   0.0000000   0.0523000 -10.9200000   0.0666000   0.0637000   0.1228000   0.0577000
1980 12 16 12  25.4650000   0.0000000   0.0523000  -7.3450000   0.0436000   0.0417000   0.1196000   0.0577000
